kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,depth_duration_ratio,radius_period_ratio,impact_duration_ratio,insol_radius_ratio
6048024,K01684.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,62.81584402,9.523e-05,-9.523e-05,151.47691,0.00121,-0.00121,1.31,70.11,-0.154,2.6901,0.0607,-0.0607,1688.4,37.2,-37.2,57.62,10.23,-5.52,582.0,,,27.14,13.25,-6.84,54.6,1.0,q1_q17_dr25_tce,6340.0,113.0,-139.0,4.23,0.076,-0.114,1.492,0.265,-0.143,293.53448,41.329899,12.849,627.6346604215456,0.9172844988225313,0.4869707445819858,0.4710170079833392
6049190,K01685.01,Kepler-1764 b,CONFIRMED,CANDIDATE,0.365,0,0,0,0,70.468171,0.000268,-0.000268,189.15822,0.00345,-0.00345,0.031,0.433,-0.031,6.653,0.12,-0.12,922.4,23.9,-23.9,3.46,1.11,-0.37,511.0,,,16.17,14.92,-4.98,45.0,1.0,q1_q17_dr25_tce,6461.0,158.0,-225.0,4.396,0.067,-0.202,1.131,0.363,-0.121,293.87988,41.393822,14.811,138.6442206523373,0.04910018169763481,0.004659552081767624,4.673410404624278
6198999,K01687.01,Kepler-928 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.93246069,1.036e-05,-1.036e-05,132.55435,0.00235,-0.00235,0.416,0.042,-0.412,2.1763,0.0742,-0.0742,455.5,17.6,-17.6,1.65,0.1,-0.16,894.0,,,151.31,40.89,-40.08,30.6,1.0,q1_q17_dr25_tce,4841.0,144.0,-129.0,4.533,0.072,-0.044,0.779,0.049,-0.074,289.92072,41.542831,15.32,209.30018839314434,0.4195846138261079,0.19115011717134586,91.7030303030303
6310636,K01688.01,Kepler-929 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.921030497,2.992e-06,-2.992e-06,132.03171,0.00264,-0.00264,0.025,0.41,-0.025,2.6077,0.079,-0.079,101.5,4.3,-4.3,1.62,0.25,-0.35,2362.0,,,7380.64,3027.37,-3065.21,27.0,1.0,q1_q17_dr25_tce,5843.0,79.0,-79.0,4.069,0.182,-0.084,1.615,0.252,-0.346,298.48111,41.615341,14.542,38.923189017141546,1.7588994124262969,0.009586992368754075,4555.95061728395
6616218,K01692.01,Kepler-314 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.960400011,4.39e-06,-4.39e-06,137.265171,0.000636,-0.000636,0.8,0.077,-0.553,2.8617,0.0441,-0.0441,828.3,7.3,-7.3,2.85,0.33,-0.12,890.0,,,148.26,50.61,-22.66,126.1,1.0,q1_q17_dr25_tce,5418.0,98.0,-108.0,4.534,0.024,-0.102,0.886,0.104,-0.037,294.6741,42.075581,12.557,289.44333787608764,0.47815582758544495,0.2795541111926477,52.02105263157894
7761545,K01472.01,Kepler-857 b,CONFIRMED,CANDIDATE,0.936,0,0,0,0,85.3514875,0.0001029,-0.0001029,161.007608,0.000939,-0.000939,0.052,0.227,-0.052,6.7504,0.0404,-0.0404,4674.7,36.6,-36.6,6.31,0.86,-0.36,390.0,,,5.44,1.96,-0.89,142.8,1.0,q1_q17_dr25_tce,5584.0,75.0,-83.0,4.478,0.045,-0.113,0.938,0.127,-0.054,294.63239,43.400471,15.061,692.5071106897369,0.07392958441409705,0.007703247214979852,0.862123613312203
7499398,K01473.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,23.02028478,2.765e-05,-2.765e-05,357.786124,0.000837,-0.000837,0.794,0.007,-0.42,3.544,0.131,-0.131,5077.8,62.7,-62.7,7.58,2.11,-0.71,604.0,,,31.4,26.25,-9.06,97.2,1.0,q1_q17_dr25_tce,5613.0,166.0,-200.0,4.496,0.048,-0.192,0.956,0.266,-0.089,280.36023,43.12368,15.573,1432.7878103837472,0.3292748144708225,0.22404063205417607,4.142480211081794
12365184,K01474.01,Kepler-419 b,CONFIRMED,CANDIDATE,0.985,0,0,0,0,69.72646639,2.38e-05,-2.38e-05,196.093243,0.000276,-0.000276,0.019,0.149,-0.019,3.7177,0.0108,-0.0108,4491.2,17.4,-17.4,11.65,2.12,-2.12,613.0,,,33.3,15.5,-12.14,300.7,1.0,q1_q17_dr25_tce,6430.0,77.0,-83.0,4.107,0.149,-0.122,1.731,0.315,-0.315,295.41788,51.184761,13.005,1208.0587459988703,0.16708146279546462,0.005110686714904377,2.858369098712446
4770365,K01475.01,Kepler-1669 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.609321941,3.044e-06,-3.044e-06,178.94178,0.00158,-0.00158,0.016,0.463,-0.016,1.6067,0.0505,-0.0505,728.5,24.4,-24.4,1.57,0.07,-0.08,958.0,,,199.28,36.07,-33.23,35.3,1.0,q1_q17_dr25_tce,4224.0,84.0,-84.0,4.662,0.025,-0.02,0.603,0.027,-0.03,297.43039,39.847839,15.937,453.41382958859776,0.9755661437291,0.009958299620339827,126.92993630573248
4770365,K01475.02,Kepler-1669 b,CONFIRMED,CANDIDATE,0.975,0,0,0,0,9.51220046,3.21e-05,-3.21e-05,185.47893,0.00296,-0.00296,0.133,0.337,-0.133,2.9497,0.0837,-0.0837,1169.4,40.2,-40.2,1.99,0.08,-0.1,530.0,,,18.66,3.38,-3.11,31.9,2.0,q1_q17_dr25_tce,4224.0,84.0,-84.0,4.662,0.025,-0.02,0.603,0.027,-0.03,297.43039,39.847839,15.937,396.4470963148795,0.20920501080356751,0.04508933111841883,9.376884422110553
4770365,K01475.03,Kepler-1669 d,CONFIRMED,CANDIDATE,0.987,0,0,0,0,4.72941177,3.075e-05,-3.075e-05,132.93871,0.00548,-0.00548,0.236,0.234,-0.236,2.234,0.156,-0.156,434.3,33.7,-33.7,1.22,0.05,-0.06,669.0,,,47.3,8.56,-7.89,14.6,3.0,q1_q17_dr25_tce,4224.0,84.0,-84.0,4.662,0.025,-0.02,0.603,0.027,-0.03,297.43039,39.847839,15.937,194.40465532676814,0.25796019871621373,0.10564010743061772,38.77049180327869
10748390,K00003.01,Kepler-3 b,CONFIRMED,CANDIDATE,0.913,0,0,0,0,4.887803076,4.66e-07,-4.66e-07,124.8130808,7.51e-05,-7.51e-05,0.054,0.145,-0.054,2.36255,0.00466,-0.00466,4315.8,6.1,-6.1,4.82,0.17,-0.18,800.0,,,96.67,14.91,-13.89,862.3,1.0,q1_q17_dr25_tce,4778.0,86.0,-95.0,4.591,0.015,-0.036,0.763,0.028,-0.028,297.70935,48.080853,9.174,1826.7549893123955,0.9861281080792872,0.022856659118325535,20.05601659751037
11804465,K00020.01,Kepler-12 b,CONFIRMED,CANDIDATE,0.761,0,0,0,0,4.437962934,1.71e-07,-1.71e-07,171.0091259,2.88e-05,-2.88e-05,0.069,0.007,-0.05,4.69813,0.00079,-0.00079,16388.0,5.3,-5.3,18.05,2.92,-3.57,1338.0,,,757.65,339.17,-311.08,3535.6,1.0,q1_q17_dr25_tce,5953.0,105.0,-129.0,4.175,0.168,-0.112,1.415,0.229,-0.28,286.24344,50.040379,13.438,3488.196367490895,4.0671813326145285,0.014686694493340969,41.97506925207756
9663113,K00179.01,Kepler-458 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,20.74028645,2.965e-05,-2.965e-05,142.80003,0.00112,-0.00112,0.431,0.037,-0.363,10.3939,0.0626,-0.0626,1023.3,7.5,-7.5,4.24,0.75,-0.57,798.0,,,95.68,46.87,-29.35,155.3,1.0,q1_q17_dr25_tce,6226.0,112.0,-124.0,4.264,0.115,-0.115,1.299,0.231,-0.173,297.04541,46.328701,13.955,98.4519766401447,0.20443304918770783,0.041466629465359485,22.566037735849058
5649956,K01540.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.207852845,6.24e-07,-6.24e-07,178.2142,0.000411,-0.000411,1.113,3.262,-0.148,3.5802,0.0328,-0.0328,49720.0,295.0,-295.0,38.59,8.19,-4.11,1539.0,,,1331.31,897.48,-391.37,205.9,1.0,q1_q17_dr25_tce,5601.0,186.0,-169.0,4.533,0.07,-0.13,0.797,0.169,-0.085,299.10327,40.8493,15.559,13887.492318864868,31.949256202646115,0.31087648734707557,34.49883389479139
4840513,K01541.01,,FALSE POSITIVE,FALSE POSITIVE,0.759,0,1,0,0,2.379282197,4.06e-07,-4.06e-07,133.651365,0.000139,-0.000139,0.003,0.067,-0.003,3.1729,0.00588,-0.00588,48434.0,106.0,-106.0,25.74,8.17,-2.93,1571.0,,,1442.19,1309.84,-463.54,538.0,1.0,q1_q17_dr25_tce,6392.0,153.0,-230.0,4.399,0.054,-0.216,1.162,0.369,-0.132,293.19507,39.90728,15.189,15264.899618645404,10.818388853770756,0.0009455072646474835,56.029137529137536
5217586,K01592.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,26.0692512,0.0001046,-0.0001046,143.12549,0.00342,-0.00342,1.206,6.839,-0.078,7.487,0.152,-0.152,831.5,16.3,-16.3,23.61,6.53,-4.03,591.0,,,28.85,23.52,-11.29,59.7,1.0,q1_q17_dr25_tce,5585.0,152.0,-169.0,4.409,0.148,-0.204,0.91,0.252,-0.155,298.9024,40.31953,14.106,111.05916922665955,0.90566467823978,0.16107920395351943,1.2219398559932233
5289854,K01593.01,Kepler-308 b,CONFIRMED,CANDIDATE,0.964,0,0,0,0,9.69501146,4.657e-05,-4.657e-05,182.45413,0.00419,-0.00419,0.293,0.144,-0.293,2.75,0.103,-0.103,515.2,30.9,-30.9,2.08,0.63,-0.2,833.0,,,114.06,102.7,-33.16,18.3,1.0,q1_q17_dr25_tce,5896.0,176.0,-194.0,4.516,0.052,-0.208,0.914,0.274,-0.091,295.78516,40.439548,15.809,187.34545454545457,0.21454332556302105,0.10654545454545454,54.83653846153846
5289854,K01593.02,Kepler-308 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,15.3825394,0.0001144,-0.0001144,139.07648,0.00547,-0.00547,0.015,0.443,-0.015,3.815,0.162,-0.162,550.5,33.0,-33.0,2.14,0.64,-0.22,714.0,,,61.61,55.47,-17.92,18.4,2.0,q1_q17_dr25_tce,5896.0,176.0,-194.0,4.516,0.052,-0.208,0.914,0.274,-0.091,295.78516,40.439548,15.809,144.29882044560944,0.13911877254804886,0.003931847968545216,28.78971962616822
9895709,K01594.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,1.818939148,3.45e-06,-3.45e-06,133.12299,0.00156,-0.00156,0.56,0.369,-0.56,1.644,0.321,-0.321,331.2,17.1,-17.1,1.82,0.55,-0.18,1549.0,,,1364.15,1227.34,-395.19,39.3,1.0,q1_q17_dr25_tce,6153.0,174.0,-196.0,4.487,0.052,-0.208,0.962,0.292,-0.097,293.87265,46.714951,15.134,201.45985401459853,1.000583225668196,0.34063260340632606,749.532967032967
10006581,K01595.01,Kepler-902 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,40.1097817,0.0001409,-0.0001409,142.08227,0.00285,-0.00285,0.016,0.432,-0.016,5.2096,0.0869,-0.0869,732.0,20.8,-20.8,3.11,0.48,-0.54,556.0,,,22.65,9.49,-7.96,40.3,1.0,q1_q17_dr25_tce,5509.0,82.0,-71.0,4.265,0.168,-0.112,1.169,0.183,-0.203,289.73169,46.953819,14.904,140.509828009828,0.0775371958706023,0.0030712530712530715,7.282958199356913
5972334,K00191.03,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,0.708621057,1.357e-06,-1.357e-06,133.36565,0.00166,-0.00166,0.033,0.468,-0.033,1.5041,0.0526,-0.0526,187.5,7.3,-7.3,1.2,0.12,-0.09,1846.0,,,2741.07,857.46,-579.6,30.5,3.0,q1_q17_dr25_tce,5422.0,108.0,-108.0,4.484,0.063,-0.077,0.887,0.09,-0.067,295.28723,41.221958,14.991,124.65926467655076,1.6934297790701978,0.021940030583072936,2284.2250000000004
6616218,K01692.02,Kepler-314 b,CONFIRMED,CANDIDATE,0.959,0,0,0,0,2.46106962,1.28e-05,-1.28e-05,133.32138,0.00431,-0.00431,0.575,0.366,-0.356,2.184,0.11,-0.11,84.2,5.3,-5.3,0.84,0.1,-0.04,1195.0,,,483.09,164.9,-73.83,18.0,2.0,q1_q17_dr25_tce,5418.0,98.0,-108.0,4.534,0.024,-0.102,0.886,0.104,-0.037,294.6741,42.075581,12.557,38.553113553113555,0.3413150092031935,0.26327838827838823,575.1071428571429
6696462,K01693.01,,FALSE POSITIVE,FALSE POSITIVE,1.0,0,1,0,0,3.403743926,2.892e-06,-2.892e-06,137.232574,0.000682,-0.000682,1.075,14.74,-0.064,1.5017,0.04,-0.04,815.9,17.4,-17.4,10.77,2.74,-0.98,1101.0,,,346.98,260.77,-93.62,59.5,1.0,q1_q17_dr25_tce,5596.0,152.0,-169.0,4.533,0.044,-0.165,0.853,0.217,-0.078,293.25916,42.126629,14.98,543.3175734167943,3.16416282603746,0.7158553639208897,32.21727019498608
7220429,K01700.01,Kepler-931 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.03753796,2.269e-05,-2.269e-05,139.3582,0.00237,-0.00237,0.821,0.097,-0.578,2.9118,0.068,-0.068,286.5,10.5,-10.5,1.54,0.2,-0.17,744.0,,,72.44,31.29,-22.28,31.1,1.0,q1_q17_dr25_tce,5044.0,151.0,-151.0,4.511,0.085,-0.57,0.804,0.103,-0.093,297.13263,42.76825,14.471,98.39274675458479,0.19160096134712376,0.28195617830894976,47.038961038961034
7222086,K01701.01,,FALSE POSITIVE,FALSE POSITIVE,0.983,0,1,0,0,2.43902575,5.941e-06,-5.941e-06,133.58474,0.00206,-0.00206,0.483,0.046,-0.426,1.1598,0.0723,-0.0723,82.5,5.3,-5.3,2.61,0.55,-0.56,2307.0,,,6700.04,3618.22,-2733.72,20.5,1.0,q1_q17_dr25_tce,6546.0,78.0,-78.0,3.817,0.165,-0.135,2.784,0.59,-0.59,297.51907,42.777061,11.041,71.13295395757889,1.0700994034195825,0.4164511122607346,2567.065134099617
12406749,K01476.01,Kepler-1752 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,56.3587987,0.0002655,-0.0002655,222.31819,0.00368,-0.00368,0.906,0.009,-0.038,6.927,0.268,-0.268,2559.6,68.8,-68.8,5.04,0.96,-0.52,419.0,,,7.29,4.34,-2.1,44.4,1.0,q1_q17_dr25_tce,5446.0,162.0,-162.0,4.525,0.072,-0.126,0.821,0.157,-0.085,290.85413,51.222809,15.792,369.5106106539628,0.08942703031745068,0.13079255088783023,1.4464285714285714
8692861,K00172.02,Kepler-69 c,CONFIRMED,CANDIDATE,0.693,0,0,0,0,242.467406,0.0026,-0.0026,150.85827,0.00742,-0.00742,0.173,0.263,-0.173,12.808,0.265,-0.265,340.3,15.2,-15.2,1.73,0.21,-0.22,286.0,,,1.59,0.59,-0.45,23.2,2.0,q1_q17_dr25_tce,5637.0,113.0,-101.0,4.399,0.132,-0.088,0.943,0.117,-0.117,293.26093,44.868889,13.749,26.569331667707683,0.007134979618662642,0.013507183010618363,0.9190751445086706
7811397,K01477.01,,CANDIDATE,CANDIDATE,0.922,0,0,0,0,169.4976085,0.0006769,-0.0006769,228.99997,0.00276,-0.00276,0.625,0.047,-0.406,7.77,0.2,-0.2,12192.0,169.0,-169.0,9.06,0.9,-0.28,272.0,,,1.29,0.37,-0.14,82.8,1.0,q1_q17_dr25_tce,5270.0,84.0,-73.0,4.592,0.009,-0.077,0.787,0.078,-0.024,287.65396,43.505718,15.917,1569.1119691119693,0.05345208159677368,0.08043758043758044,0.1423841059602649
12403119,K01478.01,Kepler-858 b,CONFIRMED,CANDIDATE,0.961,0,0,0,0,76.13622222,5.204e-05,-5.204e-05,199.476237,0.000554,-0.000554,0.044,0.253,-0.044,7.9393,0.0329,-0.0329,2949.5,10.0,-10.0,4.78,0.6,-0.31,399.0,,,6.01,2.24,-1.15,339.4,1.0,q1_q17_dr25_tce,5591.0,111.0,-111.0,4.494,0.053,-0.098,0.892,0.113,-0.057,288.84863,51.209049,12.45,371.50630408222383,0.06278220616447078,0.005542050306702102,1.2573221757322175
9842890,K01479.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,4.9883872,2.686e-05,-2.686e-05,358.2335,0.00369,-0.00369,0.939,0.008,-0.024,9.142,0.293,-0.293,638.2,14.4,-14.4,2.59,0.74,-0.25,990.0,,,227.27,197.71,-64.86,52.9,1.0,q1_q17_dr25_tce,5819.0,174.0,-192.0,4.565,0.034,-0.184,0.823,0.238,-0.079,296.43814,46.61536,15.752,69.8096696565303,0.5192058868245031,0.10271275432071757,87.74903474903476
8113154,K01542.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.586878667,1.826e-06,-1.826e-06,133.817008,0.000582,-0.000582,0.651,0.013,-0.022,6.1614,0.0586,-0.0586,25480.0,119.0,-119.0,19.84,5.89,-2.52,1666.0,,,1823.52,1551.84,-616.21,261.3,1.0,q1_q17_dr25_tce,6812.0,165.0,-235.0,4.343,0.084,-0.182,1.172,0.348,-0.149,296.87762,43.941631,12.897,4135.4237673256075,7.669474511152246,0.1056578050443081,91.91129032258064
5270698,K01543.01,,FALSE POSITIVE,FALSE POSITIVE,0.186,0,1,0,0,3.964333304,1.301e-06,-1.301e-06,136.029542,0.000268,-0.000268,0.094,0.044,-0.094,4.7136,0.0141,-0.0141,25886.0,73.7,-73.7,37.09,6.08,-11.3,1680.0,,,1881.78,806.68,-1019.43,408.5,1.0,q1_q17_dr25_tce,5758.0,77.0,-77.0,3.808,0.233,-0.093,2.318,0.38,-0.706,290.44736,40.44289,14.985,5491.768499660558,9.355923721796124,0.019942294636795657,50.73550822324076
5024450,K01544.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.525924389,3.86e-07,-3.86e-07,355.479571,0.000181,-0.000181,1.217,0.147,-0.089,3.15998,0.00992,-0.00992,24627.0,70.4,-70.4,49.86,17.22,-6.91,1722.0,,,2072.8,2170.29,-776.23,423.9,1.0,q1_q17_dr25_tce,6203.0,194.0,-259.0,4.427,0.072,-0.217,1.06,0.366,-0.147,295.32077,40.187359,15.063,7793.403755719973,32.67527562926973,0.38512901980392283,41.57240272763739
5282049,K01545.01,,FALSE POSITIVE,FALSE POSITIVE,0.926,0,1,0,0,5.910371418,7.05e-07,-7.05e-07,360.2852478,8.39e-05,-8.39e-05,0.065,0.063,-0.044,3.88962,0.00306,-0.00306,17219.0,19.3,-19.3,12.62,3.84,-1.28,1053.0,,,290.83,270.46,-91.57,990.3,1.0,q1_q17_dr25_tce,6200.0,200.0,-250.0,4.488,0.05,-0.2,0.958,0.291,-0.097,293.83688,40.41045,15.169,4426.910597950443,2.1352296002186706,0.016711144019210103,23.045166402535656
5475431,K01546.01,,CANDIDATE,CANDIDATE,0.733,0,0,0,0,0.917568975,5.1e-07,-5.1e-07,133.932419,0.000454,-0.000454,0.667,0.057,-0.33,2.0654,0.0716,-0.0716,15805.0,161.0,-161.0,11.92,2.89,-0.96,1748.0,,,2197.57,1578.95,-572.78,128.1,1.0,q1_q17_dr25_tce,5713.0,154.0,-188.0,4.541,0.031,-0.168,0.893,0.217,-0.072,298.5137,40.639622,14.456,7652.270746586618,12.99084899857256,0.3229398663697105,184.3598993288591
10027323,K01596.01,Kepler-309 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.92365747,1.633e-05,-1.633e-05,134.68361,0.00216,-0.00216,0.045,0.376,-0.045,2.6302,0.0722,-0.0722,406.5,17.3,-17.3,0.99,0.07,-0.09,531.0,,,18.87,4.43,-4.65,26.4,1.0,q1_q17_dr25_tce,3883.0,69.0,-93.0,4.762,0.04,-0.036,0.496,0.036,-0.044,297.50986,46.961262,15.157,154.55098471599118,0.1671264763389501,0.0171089650977112,19.060606060606062
10027323,K01596.02,Kepler-309 c,CONFIRMED,CANDIDATE,0.738,0,0,0,0,105.3582299,0.000525,-0.000525,138.68069,0.00327,-0.00327,0.75,0.196,-0.511,3.81,0.137,-0.137,1210.2,56.1,-56.1,1.87,0.13,-0.17,204.0,,,0.41,0.09,-0.1,22.6,2.0,q1_q17_dr25_tce,3883.0,69.0,-93.0,4.762,0.04,-0.036,0.496,0.036,-0.044,297.50986,46.961262,15.157,317.6377952755906,0.01774896941392141,0.19685039370078738,0.2192513368983957
12019440,K00186.01,Kepler-485 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.24325988,2.09e-07,-2.09e-07,133.6690203,5.24e-05,-5.24e-05,0.117,0.028,-0.08,3.03318,0.00154,-0.00154,16451.0,11.8,-11.8,12.91,2.11,-0.91,1243.0,,,563.17,236.5,-104.64,1586.2,1.0,q1_q17_dr25_tce,5823.0,69.0,-87.0,4.438,0.051,-0.127,1.013,0.166,-0.071,294.99631,50.470058,14.952,5423.68075748884,3.980562914372437,0.03857337843451427,43.62277304415181
5039228,K01597.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,7.79668781,2.065e-05,-2.065e-05,134.42081,0.0022,-0.0022,0.005,0.426,-0.005,4.6699,0.0639,-0.0639,361.3,8.7,-8.7,2.44,0.49,-0.13,1116.0,,,366.42,199.97,-65.89,48.5,1.0,q1_q17_dr25_tce,6521.0,117.0,-143.0,4.352,0.025,-0.136,1.276,0.255,-0.068,298.36884,40.173424,12.681,77.36782372213538,0.312953405274284,0.0010706867384740572,150.172131147541
10004738,K01598.01,Kepler-310 c,CONFIRMED,CANDIDATE,0.986,0,0,0,0,56.4758069,0.0001281,-0.0001281,143.81128,0.00187,-0.00187,0.862,0.019,-0.587,5.961,0.169,-0.169,1091.8,16.7,-16.7,3.22,0.25,-0.14,417.0,,,7.14,1.61,-0.96,70.0,1.0,q1_q17_dr25_tce,5497.0,74.0,-82.0,4.57,0.014,-0.063,0.839,0.065,-0.035,288.83936,46.98674,14.279,183.1571883912095,0.057015564305288396,0.14460660962925684,2.2173913043478257
10004738,K01598.02,Kepler-310 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,92.8747294,0.0004961,-0.0004961,145.93535,0.00377,-0.00377,0.917,0.017,-0.629,7.474,0.217,-0.217,658.8,18.2,-18.2,2.64,0.21,-0.11,353.0,,,3.68,0.83,-0.5,37.9,2.0,q1_q17_dr25_tce,5497.0,74.0,-82.0,4.57,0.014,-0.063,0.839,0.065,-0.035,288.83936,46.98674,14.279,88.14557131388814,0.028425385646399525,0.1226919989296227,1.393939393939394
7304449,K01702.01,Kepler-1650 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,1.538180949,1.615e-06,-1.615e-06,131.822823,0.000896,-0.000896,0.932,0.063,-0.679,1.2635,0.0538,-0.0538,841.0,22.4,-22.4,1.0,0.23,-0.18,602.0,,,30.85,19.76,-11.82,47.7,1.0,q1_q17_dr25_tce,3364.0,74.0,-67.0,4.978,0.07,-0.07,0.274,0.062,-0.05,297.72925,42.86692,15.722,665.611396913336,0.6501185706727928,0.737633557578156,30.85
7386827,K01704.01,Kepler-1765 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,10.4188915,2.388e-05,-2.388e-05,137.74971,0.00193,-0.00193,0.856,0.051,-0.594,3.0069,0.0485,-0.0485,670.0,18.5,-18.5,3.17,0.93,-0.57,855.0,,,126.48,111.61,-51.22,42.1,1.0,q1_q17_dr25_tce,5692.0,173.0,-173.0,4.36,0.132,-0.198,1.064,0.311,-0.191,298.01443,42.957458,14.86,222.82084538893878,0.3042550159966633,0.2846785726163158,39.89905362776025
7522911,K01705.01,Kepler-1670 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.4998763,0.0001716,-0.0001716,131.82068,0.00664,-0.00664,0.943,0.0,-0.7,6.501,0.142,-0.142,437.8,22.8,-22.8,2.8,0.92,-0.31,731.0,,,67.67,65.55,-21.1,21.1,1.0,q1_q17_dr25_tce,6249.0,174.0,-217.0,4.428,0.067,-0.202,1.076,0.353,-0.118,290.32651,43.12183,15.442,67.3434856175973,0.13658619003471742,0.14505460698354097,24.167857142857144
7626370,K01706.01,Kepler-932 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.921437488,2.196e-06,-2.196e-06,131.806204,0.000961,-0.000961,0.919,0.031,-0.672,1.9046,0.0285,-0.0285,278.7,5.8,-5.8,1.77,0.41,-0.24,1276.0,,,626.79,443.77,-203.34,56.7,1.0,q1_q17_dr25_tce,5238.0,158.0,-142.0,4.472,0.117,-0.273,0.851,0.197,-0.112,296.95206,43.271969,14.131,146.32993804473378,0.9211853162302827,0.4825160138611782,354.1186440677966
7703955,K01707.01,Kepler-315 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,96.109323,0.002032,-0.002032,187.699,0.0101,-0.0101,0.948,0.04,-0.535,9.877,0.784,-0.784,982.3,48.3,-48.3,4.01,0.54,-0.54,409.0,,,6.59,2.54,-2.0,28.7,1.0,q1_q17_dr25_tce,5792.0,104.0,-104.0,4.375,0.126,-0.103,1.005,0.136,-0.136,298.0231,43.363522,15.321,99.45327528601801,0.04172331959928591,0.0959805608990584,1.6433915211970076
7512982,K01480.01,Kepler-859 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.38174802,5.239e-05,-5.239e-05,142.31499,0.00209,-0.00209,0.295,0.148,-0.295,3.7922,0.0692,-0.0692,1597.1,36.7,-36.7,3.16,0.11,-0.22,528.0,,,18.36,2.57,-3.52,46.8,1.0,q1_q17_dr25_tce,4883.0,77.0,-87.0,4.515,0.064,-0.02,0.808,0.028,-0.055,286.74188,43.190102,15.887,421.1539475766046,0.1550406764375257,0.07779125573545699,5.810126582278481
7512982,K01480.02,,CANDIDATE,CANDIDATE,0.977,0,0,0,0,7.00447892,6.256e-05,-6.256e-05,137.89902,0.00635,-0.00635,0.139,0.319,-0.139,2.669,0.194,-0.194,231.4,26.4,-26.4,1.19,0.04,-0.08,754.0,,,76.26,10.65,-14.63,9.9,2.0,q1_q17_dr25_tce,4883.0,77.0,-87.0,4.515,0.064,-0.02,0.808,0.028,-0.055,286.74188,43.190102,15.887,86.69913825402773,0.1698912957824991,0.052079430498313976,64.08403361344538
9597806,K01481.01,Kepler-860 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.101375725,8.821e-06,-8.821e-06,357.48217,0.00117,-0.00117,0.027,0.358,-0.027,2.595,0.0378,-0.0378,894.6,18.9,-18.9,2.84,0.88,-0.3,1050.0,,,287.28,264.29,-87.12,55.1,1.0,q1_q17_dr25_tce,5869.0,164.0,-205.0,4.479,0.067,-0.202,0.954,0.297,-0.099,295.57727,46.254742,15.455,344.73988439306356,0.5567125718817741,0.010404624277456646,101.15492957746478
7812167,K01482.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,17.7940049,0.0001017,-0.0001017,365.34666,0.00345,-0.00345,3.72,72.71,-4.235,4.091,0.183,-0.183,879.4,37.3,-37.3,312.48,101.5,-36.22,762.0,,,79.54,76.29,-27.15,27.7,1.0,q1_q17_dr25_tce,6273.0,175.0,-263.0,4.442,0.056,-0.224,1.044,0.339,-0.121,288.02271,43.54821,15.378,214.95966756294303,17.560970773926222,0.9093131263749694,0.25454429083461344
